week,sku,weekly_sales,price,price-1,price-2,feat_main_page,trend,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,functionality_02.Portable smartphone chargers,functionality_03.Bluetooth speakers,functionality_04.Selfie sticks,functionality_05.Bluetooth tracker,functionality_06.Mobile phone accessories,functionality_07.Headphones,functionality_08.Digital pencils,functionality_09.Smartphone stands,functionality_10.VR headset,functionality_11.Fitness trackers,functionality_12.Flash drives,color_blue,color_gold,color_green,color_grey,color_none,color_pink,color_purple,color_red,color_white,vendor_2,vendor_3,vendor_4,vendor_5,vendor_6,vendor_7,vendor_8,vendor_9,vendor_10,Functionality,Color,Vendor,Revenue,com_price
14/11/2016,1,110,10.24,9.86,10.16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,1126.4,16.44979512
21/11/2016,1,127,8.27,10.24,9.86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,1050.29,21.12345109
28/11/2016,1,84,8.83,8.27,10.24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,741.72,17.12662708
5/12/2016,1,87,8.98,8.83,8.27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,781.26,21.24860427
12/12/2016,1,64,10.4,8.98,8.83,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,665.6,17.03893
19/12/2016,1,128,9.57,10.4,8.98,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,1224.96,17.686294
26/12/2016,1,23,10.49,9.57,10.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,241.27,17.9754218
2/1/2017,1,154,9.19,10.49,9.57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,1415.26,15.08138852
9/1/2017,1,85,11.91,9.19,10.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,1012.35,18.60904707
16/1/2017,1,11,23.19,11.91,9.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,255.09,17.93494798
23/1/2017,1,19,20.59,23.19,11.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,391.21,19.80377009
30/1/2017,1,17,20.74,20.59,23.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,352.58,20.30776025
6/2/2017,1,17,21.94,20.74,20.59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,372.98,21.28945869
13/2/2017,1,17,19.73,21.94,20.74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,335.41,18.39952955
20/2/2017,1,13,23.88,19.73,21.94,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,310.44,20.62662242
27/2/2017,1,8,26.11,23.88,19.73,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,208.88,18.23837321
6/3/2017,1,8,27.5,26.11,23.88,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,220,9.001930049
13/3/2017,1,5,27.69,27.5,26.11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,138.45,15.48288991
20/3/2017,1,6,28.69,27.69,27.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,172.14,21.77022013
27/3/2017,1,9,21.21,28.69,27.69,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,190.89,18.67230169
3/4/2017,1,6,27.69,21.21,28.69,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,166.14,13.94644387
10/4/2017,1,4,27.69,27.69,21.21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,110.76,19.31293401
17/4/2017,1,13,29.69,27.69,27.69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,385.97,18.65957619
24/4/2017,1,7,27.69,29.69,27.69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,193.83,17.25444257
1/5/2017,1,9,23.79,27.69,29.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,214.11,19.186924
8/5/2017,1,4,26.5,23.79,27.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,106,16.72258913
15/5/2017,1,5,28.69,26.5,23.79,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,143.45,17.99204131
22/5/2017,1,9,24.42,28.69,26.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,219.78,16.25250392
29/5/2017,1,7,28.69,24.42,28.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,200.83,18.50840708
5/6/2017,1,8,27.69,28.69,24.42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,221.52,17.68880526
12/6/2017,1,11,22.35,27.69,28.69,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,245.85,12.24018251
19/6/2017,1,5,29.69,22.35,27.69,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,148.45,20.83297619
26/6/2017,1,8,27.69,29.69,22.35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,221.52,19.37476496
3/7/2017,1,7,13.11,27.69,29.69,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,91.77,19.4892052
10/7/2017,1,10,28.31,13.11,27.69,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,283.1,19.56001667
17/7/2017,1,7,27.69,28.31,13.11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,193.83,19.81202303
24/7/2017,1,5,28.74,27.69,28.31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,143.7,19.69731092
31/7/2017,1,5,27.69,28.74,27.69,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,138.45,19.12951111
7/8/2017,1,13,27.69,27.69,28.74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,359.97,17.06763966
14/8/2017,1,4,23.01,27.69,27.69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,92.04,17.08388115
21/8/2017,1,7,22.64,23.01,27.69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,158.48,22.51694377
28/8/2017,1,10,23.98,22.64,23.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,239.8,18.98868275
4/9/2017,1,7,21.4,23.98,22.64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,149.8,19.21605932
11/9/2017,1,5,26.49,21.4,23.98,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,132.45,16.95901528
18/9/2017,1,6,25.49,26.49,21.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,152.94,10.92862178
25/9/2017,1,11,26.49,25.49,26.49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,291.39,16.06418023
2/10/2017,1,12,25.98,26.49,25.49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,311.76,16.99793673
9/10/2017,1,4,27.49,25.98,26.49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,109.96,19.57231293
16/10/2017,1,9,25.49,27.49,25.98,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,229.41,20.90859736
23/10/2017,1,11,26.47,25.49,27.49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,291.17,17.27646989
30/10/2017,1,8,21.33,26.47,25.49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,170.64,25.14838875
6/11/2017,1,8,24.7,21.33,26.47,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,197.6,21.09533123
13/11/2017,1,17,26.89,24.7,21.33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,457.13,13.29042087
20/11/2017,1,8,24.98,26.89,24.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,199.84,20.66628631
27/11/2017,1,7,26.49,24.98,26.89,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,185.43,20.91181658
4/12/2017,1,7,26.49,26.49,24.98,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,185.43,21.59330078
11/12/2017,1,9,23.04,26.49,26.49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,207.36,20.92494585
18/12/2017,1,3,26.49,23.04,26.49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,79.47,19.21541608
25/12/2017,1,10,27.49,26.49,23.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,274.9,21.26918854
1/1/2018,1,7,24.3,27.49,26.49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,170.1,16.61042922
8/1/2018,1,13,25.49,24.3,27.49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,331.37,18.31529984
15/1/2018,1,11,24.8,25.49,24.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,272.8,21.51255882
22/1/2018,1,6,26.49,24.8,25.49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,158.94,28.63327452
29/1/2018,1,5,25.49,26.49,24.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,127.45,22.22052373
5/2/2018,1,7,26.49,25.49,26.49,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,185.43,27.07898263
12/2/2018,1,8,25.18,26.49,25.49,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,201.44,24.09123786
19/2/2018,1,3,25.43,25.18,26.49,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,76.29,24.88068522
26/2/2018,1,10,22,25.43,25.18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,220,25.20988764
5/3/2018,1,14,27.49,22,25.43,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,384.86,27.36352313
12/3/2018,1,29,25.32,27.49,22,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,734.28,24.92282744
19/3/2018,1,26,25.49,25.32,27.49,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,662.74,16.87620408
26/3/2018,1,16,27.49,25.49,25.32,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,439.84,17.20486717
2/4/2018,1,28,27.49,27.49,25.49,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,769.72,23.85496259
9/4/2018,1,13,25.49,27.49,27.49,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,331.37,25.3638809
16/4/2018,1,15,25.49,25.49,27.49,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,382.35,28.25311615
23/4/2018,1,27,26.49,25.49,25.49,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,715.23,22.11181818
30/4/2018,1,13,27.49,26.49,25.49,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,357.37,27.12756716
7/5/2018,1,26,26.49,27.49,26.49,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,688.74,20.00049676
14/5/2018,1,20,25.49,26.49,27.49,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,509.8,16.04637293
21/5/2018,1,23,25.49,25.49,26.49,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,586.27,10.32343503
28/5/2018,1,21,27.49,25.49,25.49,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,577.29,30.86165584
4/6/2018,1,21,22.85,27.49,25.49,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,479.85,26.90898714
11/6/2018,1,22,22.85,22.85,27.49,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,502.7,24.99345324
18/6/2018,1,21,24.85,22.85,22.85,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,521.85,28.93228395
25/6/2018,1,23,24.85,24.85,22.85,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,571.55,25.53416139
2/7/2018,1,28,26.49,24.85,24.85,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,741.72,25.06534965
9/7/2018,1,16,25.49,26.49,24.85,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,407.84,20.6807248
16/7/2018,1,32,25.49,25.49,26.49,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,815.68,25.74693267
23/7/2018,1,17,21.42,25.49,25.49,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,364.14,26.32192208
30/7/2018,1,15,31.56,21.42,25.49,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,473.4,22.35216216
6/8/2018,1,18,31.56,31.56,21.42,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,568.08,25.09811236
13/8/2018,1,10,30.56,31.56,31.56,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,305.6,27.27163772
20/8/2018,1,16,30.56,30.56,31.56,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,488.96,25.9993499
27/8/2018,1,16,29.56,30.56,30.56,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,472.96,25.72321337
3/9/2018,1,15,31.56,29.56,30.56,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,473.4,23.49150562
10/9/2018,1,21,25.49,31.56,29.56,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,535.29,25.74982206
17/9/2018,1,32,22.05,25.49,31.56,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,705.6,12.25256304
24/9/2018,1,19,27.49,22.05,25.49,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06.Mobile phone accessories,Other color,6,522.31,17.6960084
14/11/2016,2,2,65.99,64.99,62.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07.Headphones,blue,1,131.98,73.02
21/11/2016,2,2,63.99,65.99,64.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07.Headphones,blue,1,127.98,77.25
28/11/2016,2,6,59.49,63.99,65.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07.Headphones,blue,1,356.94,81.49
